"# ",514.5,502.67,1500,.288,427,-.0246,0,160.064,620.002,50,60,4
3310.048,35201.67
3310.853,35209
3311.658,35206.33
3312.462,35214.67
3313.267,35292.67
3314.072,35229.67
3314.876,35271.33
3315.681,35279
3316.485,35252.67
3317.289,35236.33
3318.093,35318.33
3318.897,35225.33
3319.701,35384
3320.504,35367.33
3321.308,35293.67
3322.111,35300.67
3322.915,35350
3323.718,35414
3324.521,35341.33
3325.324,35497.33
3326.127,35429.33
3326.93,35397.67
3327.732,35474
3328.535,35484
3329.337,35524.33
3330.14,35471.33
3330.942,35553.67
3331.744,35455.67
3332.546,35669.33
3333.348,35546.33
3334.149,35559.33
3334.951,35588.67
3335.753,35550
3336.554,35632
3337.355,35614.67
3338.156,35639
3338.958,35736
3339.758,35623
3340.559,35637.67
3341.36,35566.67
3342.161,35650.67
3342.961,35783.33
3343.761,35701.67
3344.562,35701.67
3345.362,35648
3346.162,35780.67
3346.962,35660
3347.761,35853.67
3348.561,35848
3349.361,35810
3350.16,35857
3350.959,35805.67
3351.759,35925
3352.558,35829.33
3353.357,35892.67
3354.156,35885
3354.955,35775
3355.753,35886
3356.552,35803
3357.35,35980.67
3358.149,35932
3358.947,35888
3359.745,35981.67
3360.543,35916.33
3361.341,35992
3362.138,35915.33
3362.936,35964.67
3363.734,35891.67
3364.531,35926.67
3365.328,35970.67
3366.125,36019
3366.923,36001.33
3367.719,36034
3368.516,35964
3369.313,36082.33
3370.11,36069.67
3370.906,36297
3371.703,36143.33
3372.499,36118.33
3373.295,36172
3374.091,36069.33
3374.887,36149
3375.683,36148
3376.479,36150.67
3377.274,36114
3378.07,36156.33
3378.865,36206.67
3379.66,36133.67
3380.456,36167.67
3381.25,36187.33
3382.045,36239.67
3382.84,36209.33
3383.635,36187
3384.429,36234.33
3385.224,36162.67
3386.018,36227.67
3386.813,36280.33
3387.607,36261.67
3388.401,36282.33
3389.195,36164
3389.989,36237
3390.782,36213.33
3391.576,36260.67
3392.369,36258
3393.162,36207.67
3393.956,36374
3394.749,36166.33
3395.542,36384.67
3396.335,36256
3397.127,36340.33
3397.92,36279.67
3398.713,36344.33
3399.505,36245
3400.297,36329
3401.09,36293.33
3401.882,36453.33
3402.674,36313.33
3403.466,36377.33
3404.257,36309
3405.049,36382
3405.84,36315.67
3406.632,36285.67
3407.423,36347.67
3408.214,36340.67
3409.005,36282.33
3409.796,36390.67
3410.587,36339.67
3411.378,36442.33
3412.169,36285.67
3412.959,36415.67
3413.75,36390.33
3414.54,36326.33
3415.33,36415.33
3416.12,36456
3416.91,36455
3417.7,36363
3418.49,36372
3419.279,36380.67
3420.069,36385.67
3420.858,36377.33
3421.647,36375
3422.437,36395
3423.226,36385
3424.015,36310
3424.803,36387
3425.592,36304.67
3426.381,36375
3427.169,36348
3427.958,36341
3428.746,36404.67
3429.534,36303.33
3430.322,36374.33
3431.11,36293
3431.898,36324.67
3432.686,36379.33
3433.473,36278.67
3434.26,36387
3435.048,36352.33
3435.835,36365.67
3436.622,36347.67
3437.409,36395.33
3438.196,36369
3438.983,36346.67
3439.77,36274
3440.556,36341.33
3441.343,36277
3442.129,36293.67
3442.915,36301.33
3443.701,36246
3444.488,36176
3445.273,36230.33
3446.059,36275
3446.845,36217.67
3447.631,36123.33
3448.416,36160.33
3449.201,36079
3449.987,36180.67
3450.772,36129.33
3451.557,36104
3452.342,36101.67
3453.126,36133
3453.911,36163
3454.696,35978.33
3455.48,36144.67
3456.264,36051.33
3457.049,35986.33
3457.833,36010.67
3458.617,35919.33
3459.401,36041
3460.184,35996.67
3460.968,35909.67
3461.752,36011.33
3462.535,35950.33
3463.318,35905.33
3464.102,35920
3464.885,35819
3465.668,35888.67
3466.451,35829.33
3467.233,35860
3468.016,35779
3468.799,35763
3469.581,35710.67
3470.364,35769
3471.146,35737.67
3471.928,35739.67
3472.71,35662.67
3473.492,35639.33
3474.273,35628
3475.055,35574.33
3475.837,35505
3476.618,35422
3477.399,35481.33
3478.181,35421.67
3478.962,35461
3479.743,35458.67
3480.523,35460
3481.304,35417.33
3482.085,35397.33
3482.865,35268
3483.646,35438.67
3484.426,35307.67
3485.207,35367
3485.987,35237.33
3486.767,35316
3487.546,35302.67
3488.326,35154.33
3489.106,35200.67
3489.885,35135
3490.665,35074.33
3491.444,35132
3492.223,35084
3493.002,35080.33
3493.781,35087
3494.56,34940.67
3495.339,35037
3496.118,34908.33
3496.896,35021
3497.675,34831.67
3498.453,34868
3499.231,34870.67
3500.009,34805.33
3500.787,34879.33
3501.565,34783.67
3502.343,34723
3503.121,34819
3503.898,34697
3504.676,34658
3505.453,34626
3506.23,34595.67
3507.007,34645
3507.784,34582.33
3508.561,34640
3509.338,34506.67
3510.115,34397.33
3510.891,34473.33
3511.667,34523
3512.444,34427
3513.22,34484.33
3513.996,34283.67
3514.772,34388.33
3515.548,34225.33
3516.324,34312.67
3517.099,34279.33
3517.875,34220.67
3518.65,34176
3519.426,34139
3520.201,34102.67
3520.976,34213
3521.751,34159
3522.526,34071
3523.301,34085.67
3524.075,34102.33
3524.85,34058.33
3525.624,34012
3526.399,33901.67
3527.173,33994
3527.947,33999
3528.721,33848.67
